model,clip,ground_truth,hypothesis,wer,latency_s
base.en,2035-147961-0010,he seemed to be cursing people who had wronged him,he seemed to be cursing people would wrong him.,0.3000,0.0466
base.en,2412-153947-0007,i must not conclude without expressing my most sincere thanks to my critics and to the public for the leniency and consideration with which they have treated my adventures,I must not conclude without expressing my most sincere thanks to my critics and to the public for the leniency and consideration with which they have treated my adventures.,0.0000,0.0928
base.en,3853-163249-0005,i'm not a talker you know and as the laws of gravitation forbid my soaring aloft anywhere i can only express my joyfully uplifted state of mind by prancing as you call it,"I'm not a talker, you know, and, as the laws of gravitation forbid my soaring aloft anywhere, I can only express my joyfully uplifted state of mind by prancing, as you call it.",0.0000,0.1841
base.en,2277-149897-0012,if he only had that letter back he wouldn't send it,"If he only had that letter back, he wouldn't send it.",0.0000,0.0536
base.en,174-50561-0018,bed time children,Bedtime children.,0.6667,0.0431
base.en,6345-64257-0002,when she opened the door of it the bright fire which beenie undesired had kindled there startled her the room looked unnatural uncanny because it was cheerful,"When she opened the door of it, the bright fire which Beanie undesired had kindled there, startled her. The room looked unnatural, uncanny because it was cheerful.",0.0370,0.1222
base.en,6241-66616-0022,we will hunt wolves the country is alive with them and the government gives a bounty of fifteen dollars for every scalp taken,"We will hunt wolves. The country is alive with them, and the government gives a bounty of fifteen dollars for every scalp taken.",0.0000,0.1059
base.en,84-121550-0015,the interval between these four contained a chariot triumphal on two wheels which by a griffin's neck came drawn along,"The interval between these four contained a chariot, triumphal on two wheels, which by a griffon's neck came drawn along.",0.0500,0.0870
base.en,652-130737-0000,never drink any hard liquors such as whisky brandy gin or cocktails with oysters or clams as it is liable to upset you for the rest of the evening,"Never drink any hard liquors such as whiskey, brandy, gin or cocktails with oysters or clams as it is liable to upset you for the rest of the evening.",0.0345,0.1745
base.en,174-84280-0010,if we had been brother and sister indeed there was nothing,"If we had been brother and sister, indeed there was nothing.",0.0000,0.0531
base.en,7976-105575-0023,they lay in heaps of dozens even close up to the works,"They lay in heaps of dozens, even close up to the works.",0.0000,0.0777
base.en,6345-93306-0006,then she turned towards the quarter indicated and disappeared round the laurel bushes,Then she turned towards the quarter indicated and disappeared around the laurel bushes.,0.0769,0.0877
base.en,6295-244435-0008,the great state of virginia mother of presidents went out of the union at last and north carolina tennessee and arkansas followed her but maryland kentucky and missouri still hung in the balance,"The great state of Virginia, mother of presidents, went out of the Union at last. In North Carolina, Tennessee and Arkansas followed her. But Maryland, Kentucky and Missouri still hung in the balance.",0.0303,0.1711
base.en,2078-142845-0001,seventeen seventeen,17-17,1.0000,0.0328
base.en,3170-137482-0032,i obeyed implicitly and met your excellency,I will bade implicitly and met your Excellency.,0.2857,0.0495
base.en,2902-9008-0011,there is fruit with lentils and rice waiting for you in the next room and bread unless you despise it too much,There is fruit with lentils and rice waiting for you in the next room and bread unless you despise it too much.,0.0000,0.0936
base.en,1988-24833-0007,he does and for once i win a round i keep music for this semester,"He does, and for once I win around, I keep music for this semester.",0.1333,0.0609
base.en,1993-147966-0006,you've got a birthday present this time jim and no mistake,"You've got a birthday present this time, Jim, and no mistake.",0.0000,0.0565
base.en,8297-275156-0011,shall i say that she may expect an early visit from you when i see her to morrow,Shall I say that she may expect an early visit from you when I see her tomorrow? // // // // // // // // // // // // // // // // // // // // // // // //,0.1111,0.4259
base.en,1919-142785-0046,illustration basil,"illustration, Basil.",0.0000,0.0631
base.en,84-121550-0010,nor even thus our way continued far before the lady wholly turned herself unto me saying brother look and listen,"Nor even thus our way continued far before the lady wholly turned herself unto me, saying, Brother, look and listen.",0.0000,0.0801
base.en,1462-170138-0016,he's another who's awfully keen about her let me introduce you,He's another who's awfully keen about her. Let me introduce you. . . . . . . . . .,0.0000,0.2633
base.en,3536-23268-0013,do you think i would go answered miss milner with an eagerness that for a time suppressed her tears in contradiction to his will,"Do you think I would go?"" answered Miss Milner, with an eagerness that for a time suppressed her tears. In contradiction to his will?",0.0000,0.0957
base.en,6313-66129-0034,at the moment when he freed his left foot from the stirrup he threw his body sharply to the right reaching for the hat without taking the precaution to grasp the pommel,"At the moment when he freed his left foot from the stirrup, he threw his body sharply to the right, reaching for the hat without taking the precaution to grasp the pommel.",0.0000,0.2072
base.en,3576-138058-0020,nobody need have any doubt about that said sancho for my master has a very happy knack of matchmaking it's not many days since he forced another man to marry who in the same way backed out of his promise to another maiden and if it had not been for his persecutors the enchanters changing the man's proper shape into a lacquey's the said maiden would not be one this minute,"Nobody need have any doubt about that, said Sancho. For my master has a very happy knack of matchmaking. It's not many days since he forced another man to marry, who in the same way backed out of his promise to another maiden. And if it had not been for his persecutors, the enchanters, changing the man's proper shape into a lackeys, the said maiden would not be won this minute.",0.0282,0.3053
